-0.1607;-5.9965;1.464
-1.2993;0.28812;-0.61075
8.8237;1.4701;-1.1785
-4.0815;15.373;-1.074
-19.992;-0.11642;0.47813
-211.48;-10.281;0.65539
-0.93351;0.52171;-0.021007
-0.52179;-1.6089;1.1854
3.4619;-0.28916;1.8107
-2.6116;-1.6933;0.53721
0.24979;-0.46487;0.53457
-0.016947;5.6868;-0.29098
-4.2474;-1.2547;-0.35425
4.3746;-0.44688;-3.3481
-0.17921;5.0775;0.82298
-0.59969;0.55677;0.91974
2.749;19.771;-0.25047
-0.021607;0.49193;-4.0709
6.4331;2.0099;0.12722
0.53574;-2.2389;-0.29409
6.0275;-0.69697;0.50787
-0.24646;0.26137;0.50755
0.63448;0.33575;-2.2005
0.069866;-0.17366;-2.3294
1.1388;-0.26323;-0.09344
-13.069;0.0060514;1.9935
20.191;-0.28873;-7.3007
-6.9836;-0.18455;-1.2889
1.302;-0.34796;-2.5698
0.40074;-0.53144;0.55723
-0.80396;-10.381;0.48644
0.65994;0.5726;3.0666
0.68384;-0.60065;3.7059
-68.244;0.44201;-2.2064
2.3698;0.12484;-1.4742
0.42545;-5.5983;4.0545
-0.63223;-0.19022;0.83413
-8.7579;-0.18694;-4.1735
-0.48471;0.50987;0.11009
1.6125;-0.90663;0.68862
8.4562;4.4268;-21.057
-0.53873;4.7786;-0.69258
-10.193;0.20631;2.0322
3.6848;0.11707;-4.8969
-1.2435;0.14448;0.75081
-0.34443;5.1899;-0.65677
0.48176;0.7679;3.0515
10.543;0.63341;-2.5593
1.1797;0.37031;-1.3494
-2.0428;-0.34577;0.21951
1.855;-1.2043;5.396
-0.083715;0.29765;-0.75963
1.3963;-1.2651;-0.34088
2.3594;-1.1704;-0.62959
2.0947;-5.1026;-0.85959
-0.25927;-0.11646;-26.666
2.9784;-1.0284;0.41225
-4.6949;0.34762;0.51763
-0.58587;0.62372;-0.20863
-0.92159;-4.1938;-1.161
0.89327;10.086;3.3403
3.5988;0.60672;0.38296
-1.4225;-2.2305;0.05353
0.40906;0.29092;0.44631
0.43043;0.46501;-1.7586
-0.79566;13.881;0.22915
-21.064;34.3;1.6842
1.254;0.083044;-4979.6
-1.482;0.92967;6.8604
-5.5313;-0.58173;-0.19631
2.375;-4.0927;-0.47636
-3.1222;3.5118;0.98686
-0.44852;13.206;0.75189
0.82102;-3.1332;4.3381
-1.6705;3.9337;0.81861
-7.2553;-13.719;-0.74555
0.88251;-0.83919;-0.63624
-0.13067;-0.85703;2.5127
6.0025;3.5435;-1.3745
0.58276;-0.28218;3.1434
-0.92725;-0.89207;-0.30952
-3.4433;-0.42906;3.3232
-0.89133;0.040416;-1.4964
0.74829;-0.88306;8.0191
-0.32314;0.17519;1.2435
-1.3065;-1.456;-0.30575
1.0334;-0.26889;2.0679
-1.6862;-1.9501;-0.87609
1.1804;0.052398;0.76499
-2.221;-0.55598;-30.208
0.2655;-0.72972;0.067526
-4.3523;4.9847;-0.69107
-1.4908;2.5756;3.8387
-2.4413;0.2644;-1.9266
0.92313;-5.725;-1.7121
-0.19477;0.28306;-3.6415
-0.27273;-0.53944;-0.90954
1.6406;-2.1212;-1.6268
1.4996;1.479;-4.1229
1.5584;-0.73687;1.4405
-1.7136;0.010779;1.7515
