-2.7436;5.6416;22.747
-4.6375;-0.033041;0.90635
1.069;-1.069;5.0473
-0.67397;1.0456;-0.55553
1.5467;-0.98542;-6.1257
-1.8908;-0.21482;-2.801
-0.21971;-0.13395;0.25749
-1.0728;-18.936;-1.2344
1.1723;2.3137;0.16629
-42.331;0.9817;3.6138
0.17027;-0.28461;-1.5381
-1.0172;0.09941;-0.41348
-0.32304;1.4011;2.8723
-0.50169;-0.94145;2.1333
-0.98669;0.30866;1.5583
-2.9294;0.58456;-0.40109
-0.29574;0.59995;-0.09439
0.010605;1.6344;1.3681
-10.933;-0.018679;0.24388
-0.74518;0.3115;0.49854
5.1897;-0.35887;0.10734
-7.6016;-0.091311;-1.0279
-0.7727;-2.2108;-0.041237
-0.36674;-0.10659;-1.8698
-0.54686;-0.67413;0.16603
0.033243;-1.2773;-2.795
3.0426;-0.025434;-0.11608
-21.022;-3.0831;-0.58005
-1.1322;-0.18449;3.581
0.58064;0.63276;189.08
0.94127;0.60033;-0.94807
1.4917;-0.19082;0.33695
-0.068276;-2.7879;0.61385
1.1022;-180.27;15.271
-0.16979;-1.7762;-3.5756
0.96204;0.013928;0.80943
-0.61121;1.2601;0.093415
5.6558;0.15232;0.11709
-0.63152;-0.54853;-2.404
1.108;-0.38356;-0.80335
0.33631;-44.827;-1.1029
-2.195;0.82334;0.037911
2.376;0.52696;-3.1377
-0.26218;0.73588;0.78442
0.56037;-1.4061;-4.1243
0.65093;0.96886;1.5496
-12.409;-0.5502;-1.1805
0.43024;-1.6236;0.41628
-0.7353;-0.28614;85.532
-2.3599;1.0347;1.9618
1.0689;0.6954;4.1208
-1.5325;-11.136;3.0482
-0.61352;32.306;-4.5342
0.21567;2.1757;-0.042968
-0.11149;1.2935;0.72521
-1.1623;2.016;6.243
-1.7759;1.0962;0.71783
-3.124;-1.1178;0.033861
-0.053088;2.5326;-0.082435
-0.24101;-4.1174;-0.95578
0.26838;-2.2567;-15.29
4.9874;-0.57094;-0.74385
-0.18798;-0.64457;-1.307
0.76054;-0.31129;0.82626
3.2926;-1.1995;-1.7297
-0.06698;-0.34384;-1.205
9.6406;-0.0029438;-0.40454
-0.30325;2.2804;1.2564
1.7734;8.2572;1.2857
1.5017;-0.43756;1.2608
1.1575;-8.9461;0.44946
0.025719;2.1697;-1.1239
0.51375;1.7487;-7.1665
1.8354;2.8805;-1.0591
-0.023727;-1.4152;-0.7039
4.1809;-1.2836;2.2382
-0.78882;1.5044;0.0092048
-0.07776;-0.32886;-0.41746
0.90348;-0.47231;1.471
-8.671;5.8361;1.0948
-0.18986;-2.9686;-0.20744
-3.113;30.624;2.0579
0.80029;-0.38325;5.331
-0.21567;-0.7585;2.8157
1.0348;-0.47886;-0.7533
1.557;-5.408;1.9621
7.7223;-14.273;2.9083
-19.191;3.0202;0.75408
-0.090149;-0.92875;-2.0873
-183.83;-2.5228;-12.853
0.72708;0.69451;-0.13664
0.64296;1.3003;-0.54686
-19.137;0.73992;-1.2249
-2.0605;-0.057673;-1.7124
-0.34126;0.61246;-0.08934
1.1635;0.97713;0.7415
-1.3351;0.35805;4.2501
0.99054;-68.846;0.37001
-0.53823;-2.2516;4.732
-1.533;-0.59637;1.0841
0.16691;-0.70122;1.9306
