0.75691;1.5022;-21.034
0.081947;-0.32253;-3.8153
-1.2423;10.198;-196.44
-0.47588;0.60114;0.24491
1.9448;3.7093;-2.2647
-7.4279;1.9974;-4.8828
1.9143;-0.88077;-0.82749
-0.60405;0.17238;0.52935
0.1715;-4.6181;0.2131
0.029113;-1.783;-0.20771
4.7441;-0.57874;-0.90723
-17.791;1.409;-3.1878
-0.81826;-0.059903;4.4379
0.037419;-0.091183;1.821
-2.3964;141.62;0.95013
-60.951;-0.22481;-1.6619
-1.5901;-0.1274;2.7087
-5.5545;1.8912;-0.19168
-0.47491;-2.3161;-2.8302
-0.16097;1.3289;-0.40983
1.1264;6.3647;-26.841
-1.3996;2.2776;4.2967
0.060432;16.98;2.7059
-2.4203;1.187;17.697
0.95;0.072539;-0.36643
0.29763;0.50215;0.81037
0.07088;-1.0491;1.1961
-0.66776;0.69954;-2.34
-0.35301;0.89598;-0.3515
0.086011;0.61766;-0.564
-1.9584;-0.94;-0.38008
1.4908;-3.2932;-2.0224
0.015428;2.0371;53.155
-0.048036;0.44942;-0.19567
-1.0121;-3.323;-4.4695
0.96622;0.17771;0.81752
-0.2671;0.5534;2.3494
2.0987;-0.23071;0.047738
-0.79203;-1.6659;0.51149
-4.7653;-1.0565;0.041669
0.16475;0.44291;0.79729
0.33654;-1.1768;4.3476
-1.3205;-25.969;-3.9825
0.38842;0.56142;1.8416
0.54261;-1.564;-0.41446
1.5253;-0.060086;-0.48456
1.4068;-0.73295;1.2384
2.0623;-2.6709;1.0734
-4.4989;3.7543;-5.039
-0.23373;2.0785;3.1747
-0.56168;-0.89319;-1.6902
-0.10728;-1.2061;-3.7794
2.3532;1.189;-25.51
-1.6525;-11.152;0.34265
0.49201;-0.21443;0.801
-1.0059;-30.429;-0.14719
2.0305;-0.13831;1.8624
9.8427;-1.0604;-1.0675
0.08053;-0.59337;1.5233
-0.37365;-0.096888;0.11077
2.8702;-1.4328;0.54254
-0.19165;3.262;0.45551
3.3196;3.5983;0.0053529
0.60099;-0.61063;-1.3628
2.1289;-1.2726;-0.17482
31.069;0.60743;0.1251
1.1366;-0.83825;-0.036003
0.38322;0.34143;-0.19361
-11.048;-1.657;-0.32148
0.28859;-2.7748;-7.9994
-0.63619;-0.94406;0.66003
3.2655;-2.4397;-0.1266
0.063761;0.48964;-1.7026
1.011;-1.1353;2.8096
0.025862;1.3996;0.60058
2.0359;1.743;-4.943
-0.50794;1.0901;1.0941
-0.7998;-0.76193;7.3631
-0.41328;-1.9046;-0.81972
0.44587;0.2306;-0.93435
1.1328;-2.0086;1.0969
2.4832;1.4579;-2.8361
-1.1974;-0.12158;0.61018
-1.8484;1.3806;-0.66166
-6.077;0.38384;-6.4113
0.86946;1.6104;-0.23527
-0.077591;-0.96348;-4.2811
-2.1759;-0.48936;0.23907
-3.8248;-2.9354;-0.45446
3.9366;0.42604;-3.8961
-0.39898;8.0808;-1.9137
-4.2763;0.38667;0.74648
-1.1515;-0.46093;0.06435
-6.3775;-0.56776;0.59835
1.9595;0.69923;-1.9648
-1.98;1.0909;-4.8759
2.5493;-0.022976;-258.7
-0.56211;-0.48949;-0.0089874
-0.033741;-2.0304;2.7853
-0.79547;37.767;-0.098405
1.8503;9.3624;-0.77668
