-1.0155;-2.0579;0.78136
-0.20447;0.12243;0.8815
14.156;0.35777;0.85274
2.1242;-0.48618;0.65358
-0.72354;0.16136;-0.88954
-0.90484;-1.5269;-10.349
-2.2452;1.8709;0.22965
0.95394;-0.031923;-1.4522
2.0728;-2.6061;2.4269
-1.0459;-0.19513;-0.25749
-1.4236;-0.36885;1.1037
-0.35734;-0.0048507;-0.90917
-0.74187;-0.30734;5.0478
-0.35891;0.43089;-0.058511
-1.499;-4.2007;-0.49529
2.9433;-0.0092768;-0.42805
1.1117;-1.4237;0.44616
0.23667;0.024086;10.576
0.77469;-2.8999;1.2809
1.4975;-0.83646;0.048702
2.5025;0.32633;-8.8903
3.2788;-0.23442;0.0067297
-3.4979;1.1775;-0.10302
-0.70046;0.19827;2.2547
-0.01156;-8.382;-0.31079
-0.35264;-7.7279;1.52
0.18525;1.2061;-0.17708
0.4394;-0.40878;3.9057
-0.46733;1.066;11.341
-0.66342;-4.1657;0.90826
0.96079;32.462;4.3283
-0.8075;-0.13535;1.8343
-1.0135;1.7087;-12.939
-0.25276;-0.046979;0.55282
-1.9659;-0.046503;-0.11007
3.3256;1.215;-12.194
-1.0224;1.031;1.8813
-3.8346;1.1141;3.4009
0.45809;0.95851;-3.8584
-2.6425;1.5257;0.64806
1.7407;7.5795;3.2637
-1.2518;1.0974;-0.93395
0.72626;-0.95533;0.89954
0.51027;-0.018753;-10.5
-2.0832;141.96;-0.08535
0.94745;-0.59918;-1.2676
-0.37392;-3.9871;-0.3454
0.13048;5.9007;0.47415
0.94776;-0.49973;-1.2869
-1148.9;15.183;-1.8976
-1.689;2.769;-1.6755
0.23779;0.32456;-0.71573
0.64247;4.7026;-12.884
-0.33341;-15.834;2.3426
-1.0636;4.6457;-15.152
-0.0052242;0.28366;-2.467
0.08621;0.073952;0.43675
-1.7174;0.76754;-0.24394
0.06618;1.4969;1.0181
1.2415;1.6562;0.76343
-1.2212;1.9601;-0.29805
4.0005;-0.33949;0.094044
5.0284;-1.9119;-1.0778
12.341;-0.93796;-0.4908
0.46171;-0.34927;-0.4276
5.4517;-0.027386;0.48671
-2.5748;-46.725;-0.22705
2.0623;0.010264;-0.25326
15.142;3.0965;-1.5638
-0.50833;-0.82589;14.751
-12.593;-0.77891;12.22
0.038332;-6.4574;8.2792
-0.70754;-0.93542;-9.7667
0.23587;-0.6044;-0.41201
1.1504;1.2226;-2.3091
-2.5805;-2.4739;-2.0907
0.32486;5.1543;-0.078348
-0.80968;0.46182;2.1929
-0.51241;-3.983;-3.3654
1.4202;0.39327;-0.44042
-0.42928;5.3705;-1.8161
-1.1174;-0.51771;0.13677
1.3679;4.179;0.55696
0.81538;-0.47082;2.3302
-2.5513;4.0524;1.4853
2.5164;0.28341;1.9905
0.86662;0.90292;-1.2652
2.408;-0.092789;1.3997
30.895;-0.70657;-0.90286
0.11935;-0.26175;0.083968
2.484;1.4127;0.92198
-0.4759;-0.8582;-12.697
0.93544;-0.13457;-0.27882
-1.8299;-0.51819;-1.6321
-3.9695;2.6493;-0.47698
-1.493;2.8349;0.30651
6.2273;0.89393;-1.4703
0.40099;-0.047862;3.6614
-0.74457;2.5946;0.098857
3.1772;0.40899;0.2041
-1.0449;-20.091;-54.346
