1.1515;-0.53166
0.55566;-0.28004
0.33703;-1.615
1.3795;0.028176
-0.4898;0.35908
-0.067242;0.38656
-1.9245;0.051481
-0.34279;-0.82743
-0.033617;0.83561
-0.43958;-0.8561
-0.15612;0.65204
-1.3756;-2.1971
-0.38712;1.1037
1.6273;-1.2813
-0.38428;1.0037
1.6882;0.33812
1.0491;-0.26735
0.062915;-1.1832
-0.99972;0.67619
-1.3911;-0.18607
1.3834;-1.4175
-0.66134;1.3004
-1.609;1.2038
0.14424;0.97774
-2.5842;-1.4399
-0.54529;0.50149
1.0071;0.17612
2.0118;0.51616
2.2045;-1.2473
1.0417;-0.86331
-0.15641;0.68753
1.1149;0.80618
0.12869;0.58981
-0.017542;0.38138
0.42817;3.1267
-1.4055;-0.024111
1.7452;-0.11606
0.65869;1.7623
-0.70981;-0.84927
1.5518;0.66129
-2.0376;-1.3973
0.81452;0.26605
0.23522;1.9242
0.32348;1.313
0.51854;-0.31148
0.15314;-0.10817
-0.43417;0.0061396
0.67502;1.1998
0.84119;0.68166
0.2379;0.43106
0.31518;1.0348
0.72665;-0.38663
0.099072;-0.17904
0.055994;2.126
-0.60744;1.0476
-0.27057;-0.00073608
-0.030569;-1.4264
-1.2968;0.31489
1.3761;0.18715
0.54364;1.2672
0.032044;-1.5722
-0.88146;-0.36097
1.7729;0.65329
1.4509;1.0043
0.42337;0.17905
-0.45087;0.80178
1.1843;0.31945
-0.28871;-1.7842
3.7534;0.11846
-0.48013;-0.92694
-1.5187;-0.55044
-0.68513;0.49786
-0.022104;0.038956
0.18221;0.0015303
-0.52933;0.017023
-1.2743;1.6655
-0.20646;1.1402
0.34192;-0.21865
-2.3773;0.74947
-1.5108;-0.19213
-2.568;-0.57226
0.74495;-0.65189
0.30074;-0.88112
1.4964;-0.76709
-0.72201;-1.9576
-0.71089;1.4116
-1.8934;-0.16416
-0.28797;-0.16942
0.018502;-0.8949
-0.33755;0.31622
-1.8051;0.70937
0.3538;-0.63104
-1.2533;0.30447
0.77175;-0.73397
0.074894;-2.5943
2.4602;1.6889
1.1273;-0.94646
1.0286;-0.40095
1.7442;-0.076172
1.266;0.89896
-0.89939;-0.86625
0.6599;2.6362
0.075243;-0.5108
0.19139;-0.15807
-0.52092;-0.75612
1.0004;-0.4898
0.94309;2.1159
-1.0859;0.85428
-0.65322;-0.8205
1.657;-0.40056
0.2755;0.63492
-0.082788;-0.15614
0.3717;1.4043
-0.80539;-0.65858
1.8775;-0.098934
1.9259;0.67124
-2.4543;0.12352
-0.39761;0.063739
0.11047;-0.1142
0.51681;-0.1662
-0.59351;0.12524
-1.1008;0.085001
-1.1913;-0.41642
0.087229;-0.70555
0.20036;-1.7634
1.7177;0.99155
0.71143;0.68795
0.011776;0.81786
1.5915;-0.83434
-1.1057;0.62709
0.41417;-1.9077
0.30216;0.081296
0.8479;0.86597
0.89799;1.2226
1.7779;0.98031
-0.051062;0.56395
1.649;1.3586
0.10386;-1.2776
1.3165;-0.18938
1.6488;0.47189
0.29203;0.33152
1.0788;-0.45853
-0.33159;-0.84808
-0.074244;1.4914
-0.16405;0.5644
0.82771;-1.8663
-2.8446;-0.82741
1.4762;0.75556
0.26715;-1.1671
0.034831;-0.34649
0.43859;-1.7668
-0.97904;-1.1187
-0.19593;-0.6622
-0.27327;0.65225
-0.41624;0.50343
0.49311;-0.36432
-0.39779;0.96525
-0.14467;-0.54583
-0.10172;0.15796
0.19643;0.40845
-0.1197;0.003715
-0.16211;-0.8365
-0.4872;-0.80389
-0.52318;1.0348
-0.16179;-1.3169
0.021576;1.2658
-1.0525;0.07919
-0.045687;-0.050146
-0.55612;0.95329
0.39565;-1.566
0.31553;-0.32638
0.17884;-2.5497
-0.69842;-0.65999
0.66489;-1.9373
-0.12061;0.20362
-0.48805;-1.5845
1.4226;0.26016
0.62581;0.25742
0.12145;0.39907
0.7608;-1.2196
-1.2506;0.2179
-0.098475;-0.83156
-0.32251;-0.60161
-1.6788;1.0435
0.37649;-0.13558
0.12333;0.40565
-0.44538;0.67453
-0.70579;-1.299
0.47414;-0.14275
-1.893;-0.73868
-0.24002;0.14355
-0.7086;-1.7213
0.22569;-0.62616
0.097547;0.28641
0.043995;-0.78054
-0.54832;2.4725
1.9251;-0.30415
0.18183;-0.13242
-0.8608;1.7387
-1.0267;-0.0078695
-0.3371;0.84562
-1.3789;-0.3192
-0.31804;1.7887
-2.1409;-0.22412
0.92093;1.139
-0.74262;-0.36341
0.50744;-1.3774
-0.17057;0.66863
0.061539;0.20066
-0.46678;0.5934
-1.1306;1.2676
-0.93959;-0.33848
0.088271;0.29637
-0.70391;0.58239
0.30126;-0.62769
-0.063858;0.51794
0.64232;-1.0093
-0.35586;-0.10219
0.25391;-0.30859
0.27436;-1.1442
-1.2166;2.4708
0.99309;1.952
0.18797;0.71257
0.59527;1.4981
1.2348;-0.19226
-0.11146;-1.9791
-1.5563;-1.1255
0.21344;-0.49549
1.0834;2.2275
1.3825;0.21279
-0.25834;-0.4174
1.2594;2.1991
0.19346;-0.17065
-0.060028;-0.3734
-0.52654;0.49702
0.24263;0.1526
0.82297;-1.0159
1.7191;0.70666
0.93741;0.38687
-0.0041087;1.0308
0.66436;0.86129
-0.30146;-0.57559
-1.147;0.22156
0.00029696;0.60955
-0.15424;-1.1131
0.21326;-1.3575
1.6836;1.0071
-1.6787;0.03878
1.1459;1.1312
-1.4911;0.054624
0.16716;0.23506
-0.37186;0.69707
0.5725;-1.4115
0.50978;0.4353
0.47328;-1.2635
0.67029;0.037968
-1.5619;-1.6673
-1.6836;0.13269
0.0061204;0.44248
-0.43039;1.658
-0.82619;-0.3353
0.10642;-1.6391
0.44236;0.4115
-0.077806;1.0234
-0.26409;1.5514
0.95846;-1.1901
0.86313;-0.42838
1.678;1.4922
0.70975;-0.82072
0.49937;-0.94216
-1.0661;-1.4155
-0.014808;0.79622
1.2638;0.083511
-0.57503;0.11514
-0.58965;0.49282
0.34586;0.72649
-0.10828;-0.15697
-1.2833;0.69339
-1.5641;-0.36728
-1.2473;-0.26778
0.47447;-1.6104
0.63718;-1.2404
1.4437;-0.30221
0.042957;-1.4725
-0.024599;1.7205
-0.55716;-1.9594
-1.0987;-1.444
-0.59684;0.25746
1.9961;0.17958
-0.74648;-0.23781
-1.0565;1.7688
1.0487;0.5769
-0.85882;-0.55001
0.18642;-0.59689
0.10678;0.36451
-0.41454;1.1723
1.0261;-0.8947
-1.219;0.16182
-1.313;-1.5874
-0.20595;-1.0866
-1.3103;-0.69656
0.80652;0.14571
1.1501;0.30347
-1.229;-0.77588
-0.36301;0.51636
-1.0489;1.0583
-0.76488;-0.14305
1.7091;0.16658
-0.46113;0.011659
0.51458;-1.0538
-1.1771;1.3572
-0.34771;1.0211
-0.071915;0.27527
0.6294;0.19037
0.45244;-0.11437
0.17618;1.0616
-1.0314;2.6012
-0.38348;-1.4876
1.0162;0.4723
0.42109;-0.16306
0.061589;-0.90695
0.44946;0.45094
0.54518;0.31271
0.43608;0.86626
0.28124;0.42987
0.25224;1.1143
0.87182;0.3041
-0.59502;-0.080628
-0.073091;0.03897
-0.75674;-1.673
-1.1728;0.1054
-1.7151;0.75543
-0.40689;-0.88592
-1.6171;-0.084685
0.33007;0.32028
0.27852;-0.39783
-0.26256;-0.5293
0.85778;0.75657
-0.0055575;0.95911
1.3132;-0.29945
-0.80109;0.35007
0.53128;1.7289
-0.24189;-1.0457
0.60183;-1.3204
-1.8805;0.11428
0.69499;0.67987
0.67386;0.82454
-1.0115;-1.9046
0.59082;1.1131
0.28724;0.021418
-0.52629;-2.3006
-1.6075;-0.42198
0.81987;0.20509
0.45453;0.42922
-1.3397;0.11983
0.45569;0.18034
0.21001;0.089122
0.6067;0.5415
-0.76447;-1.9249
1.0163;0.88186
0.85488;-0.19565
0.55883;0.62659
0.67931;0.8284
0.40817;1.0227
2.1652;-0.4221
1.9018;1.5253
